term,subculture,similarity,specificity,contextual_relevance,seed_closeness,subculture_relevance,uniqueness,normalized_specificity,normalized_similarity,normalized_contextual_relevance,normalized_seed_closeness,normalized_subculture_relevance,combined_score,cooccurrence_count,frequency
fursuiting,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,121.0,
yall,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,119.0,
enjoy,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,117.0,
start,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,105.0,
night,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,104.0,
live,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,105.0,
art,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,2994.0,
nnn,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,116.0,
goonette,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,116.0,
family,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,115.0,
vore,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,115.0,
bara,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,114.0,
nice,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,113.0,
style,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,112.0,
body,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,112.0,
cool,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,110.0,
boy,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,109.0,
bad,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,108.0,
shit,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,106.0,
real,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,105.0,
twitch,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,105.0,
adult,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,119.0,
human,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,122.0,
goonfuel,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,104.0,
follow,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,97.0,
horny,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,98.0,
trans,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,103.0,
community,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,129.0,
finished,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,102.0,
echi,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,101.0,
feet,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,101.0,
henti,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,101.0,
boobslewdanime,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,101.0,
yeah,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,100.0,
comm,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,100.0,
finally,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,99.0,
absolutely,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,99.0,
hard,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,99.0,
fandom,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,99.0,
guys,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,98.0,
head,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,103.0,
stream,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,103.0,
waifu,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,97.0,
amazing,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,94.0,
morning,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,97.0,
posting,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,96.0,
discord,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,89.0,
favorite,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,96.0,
adoptable,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,96.0,
silly,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,95.0,
sheet,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,94.0,
animals,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,96.0,
animal,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,93.0,
fur,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,93.0,
kinda,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,92.0,
version,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,91.0,
myart,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,91.0,
fat,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,90.0,
commsopen,furry,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,90.0,
oof,furry,0.011133575702975766,1175431896.9453979,0.00029109382924429305,0.00011332292598468794,0.5,0.5,0.0028081863573170937,0.005355923407326376,0.006480820341941369,0.0008412430447541405,0.5,0.2509272545095568,,
lie,furry,0.006658510341930687,991703666.6001775,0.0013110892744427954,0.00023925931617207484,0.5,0.5,0.0023605470238908196,0.002254106663824947,0.03681720813995002,0.0018125567410096565,0.5,0.24758164377560932,,
lies,furry,0.004992882549896704,52168394.52576861,0.0013117561560676391,1.2049789731169192e-05,0.5,0.5,7.144348149226624e-05,0.0010996046047609923,0.036837042326153355,6.015042998705639e-05,0.5,0.24651056276189404,,
yep,furry,1.446130424905615,295629852.7232356,0.0016203556279640804,6.764797090187326e-05,0.0,0.5,0.0006646181104413767,1.0000000000000002,0.04601531199174898,0.0004889643318119879,0.0,0.2456536335058664,,
agreed,furry,1.0787486150132204,628927451.7874086,0.0011968857961883047,0.0001160896794022744,0.0,0.5,0.0014766714067547771,0.7453554401458027,0.03342060375262803,0.0008625822739051808,0.0,0.20897223549643484,,
beautiful,furry,1.2266843476014984,767650969.6939903,0.006775017147193778,0.00021814124312758226,0.0,0.5,0.0018146603100908044,0.8478946200869218,0.1993236542504661,0.0016496786915743912,0.0,0.2080271793229034,,
precisely,furry,0.8858586558982956,1078268153.6836507,0.00019039470389288813,3.579994988007017e-05,0.0,0.5,0.0025714545650107863,0.6116569896060201,0.0034858582252370184,0.00024332906331586777,0.0,0.19197508579721045,,
happy happy,furry,0.851294718071949,461191778.42002493,0.00014838116152773243,1.2262566064574672e-05,0.0,0.5,0.0010679966762743279,0.587699573921243,0.0022363044944265936,6.17915169403052e-05,0.0,0.18816035285323374,,
wordle,furry,0.8267497708319395,80688207.39578836,0.000848106706395028,1.897065240073606e-05,0.0,0.5,0.00014092975476986562,0.5706866540698017,0.023047324368281174,0.00011352919279621213,0.0,0.18335483392279514,,
nope,furry,0.45456729232795307,1100778616.482179,0.001056840654971119,0.00018093217206329774,0.0,0.5,0.002626299531096382,0.3127145910222299,0.029255424649926618,0.0013626950778952362,0.0,0.1448475798640349,,
yup,furry,0.4289116813796116,268890218.86614007,0.001017994800323971,5.351638038041325e-05,0.0,0.5,0.0005994691028372535,0.29493183318878013,0.028100083303582057,0.00037997115356585236,0.0,0.14164465325691772,,
congrats,furry,0.2931489595124023,722348996.7762741,0.0012315636406801792,0.00017302874387598626,0.0,0.5,0.0017042856283030461,0.20083017212774618,0.034451981435201715,0.0013017380500315266,0.0,0.12734561931381025,,
wow,furry,0.3639483199982068,540815514.8757577,0.0037960569290167866,0.00012773284073701915,0.0,0.5,0.00126199362625301,0.24990356526647267,0.110724344480146,0.0009523828633561153,0.0,0.12690359478304594,,
job,furry,0.3351346619543056,625239726.8862952,0.003830734773508661,0.00016804799375044093,0.0,0.5,0.0014676865560680204,0.2299318598831069,0.11175572216271967,0.0012633228563978989,0.0,0.12392357479150716,,
congratulations,furry,0.21701604312345804,382773640.57476914,0.001609018640341737,7.681346878972093e-05,0.0,0.5,0.0008769370721643753,0.14805991387800466,0.0456781308262922,0.0005596553657396785,0.0,0.11795647525493927,,
birthday,furry,0.2507653478742061,1103805050.767234,0.0030998325126799205,0.00029232945986008846,0.0,0.5,0.002633673199386089,0.17145268026498664,0.09001745408385894,0.0022218725658456344,0.0,0.11779835941270074,,
hey,furry,0.26587040598594053,2311961998.5675983,0.004291883417088108,0.0006033464381238383,0.0,0.5,0.005577252255100571,0.18192249877767047,0.12547106192232932,0.004620663338759502,0.0,0.11701188491012762,,
answer,furry,0.21294513223055622,648060315.7938629,0.0020063133683423957,0.00014647909061636807,0.0,0.5,0.0015232871199431755,0.14523823004768038,0.057494347256932046,0.001096967675054677,0.0,0.11661519912421117,,
elaborate,furry,0.13980479403989052,1518350144.9354453,0.00013521024943706855,0.00013168129825059745,0.0,0.5,0.0036436796054779303,0.09454222734791588,0.0018445793169106274,0.0009828362601567943,0.0,0.11497132115663111,,
happy birthday,furry,0.18397282621572017,534293797.1345836,0.001665036696828611,0.00013042531921045178,0.0,0.5,0.0012461039756698196,0.12515656047544452,0.04734420246737276,0.0009731492297274789,0.0,0.11453157192714522,,
gift,furry,0.1606599004257016,2611739237.2901225,0.0019651334280082946,0.0006111159115739719,0.0,0.5,0.006307635838864353,0.10899759569585558,0.0562695862588758,0.0046805872095610985,0.0,0.11315435469865391,,
hey hey,furry,0.10634899247457477,2804968555.3996177,7.319025832660061e-05,0.00013538981256128787,0.0,0.5,0.006778423822803578,0.07135289778730293,0.0,0.0010114390392055935,0.0,0.11231147919245756,,
yess,furry,0.11608289191413254,427563232.2546314,0.0001600515899624979,7.238508867173363e-05,0.0,0.5,0.0009860633775031677,0.07809978745823466,0.002583402752985045,0.0005255004542448634,0.0,0.11178521563249856,,
luck,furry,0.16034467490409532,638684032.3709896,0.0019286216590480999,0.00014363444160469044,0.0,0.5,0.0015004425453585052,0.10877910239530879,0.05518366456424293,0.0010750276580193236,0.0,0.11136734432644856,,
woof,furry,0.08604899341178608,4059502656.3945165,0.0003034311393039023,0.0005359197095105516,0.0,0.5,0.009834997152197189,0.057282292800358924,0.006847752786703161,0.0041006190140147674,0.0,0.11089972282532666,,
blocks,furry,0.11688678395792616,391910490.36404675,0.0010476710326295176,7.501389103946668e-05,0.0,0.5,0.000899198285596863,0.0786569917893965,0.02898270458963069,0.0005457757038429242,0.0,0.1092165618925265,,
tysm,furry,0.07957819087845897,1933855427.2192633,0.0002830912497461682,0.0003184283745997318,0.0,0.5,0.004656025434135517,0.05279716419944879,0.0062428101075012905,0.0024231665151664044,0.0,0.10883229033478589,,
bunny,furry,0.007692186562925807,12579195001.072014,0.0003971280075944479,0.0016768245391383446,0.0,0.5,0.030592555176908103,0.0029705820560174696,0.009634455948272442,0.012900112833812457,0.0,0.10882568095741013,,
base,furry,0.11687444286555518,1670693768.8984747,0.0016793746517627516,0.000386543245151054,0.0,0.5,0.004014852822323359,0.07864843776753068,0.04777063747074458,0.002948518294637983,0.0,0.10856030205617932,,
yay,furry,0.10555428889724515,819633852.5536917,0.0011688767679448675,0.00018342195326437736,0.0,0.5,0.0019413125016955997,0.07080206228806324,0.032587567932087745,0.001381898094415638,0.0,0.10809528957394374,,
haha,furry,0.13577475126916802,1200736752.4936337,0.0025076416298186782,0.00027508417530848657,0.0,0.5,0.002869839640804212,0.091748870573271,0.07240469673529296,0.002088864298291907,0.0,0.1076180449151952,,
awesome,furry,0.15089339774572977,894104331.5633672,0.0030614868192514054,0.00021764955092970094,0.0,0.5,0.0021227539466014216,0.1022281076338726,0.0888769883771669,0.0016458864011535408,0.0,0.10728253969697286,,
true,furry,0.22468184923516688,596334884.6289159,0.005622979140276215,0.00015568550929943452,0.0,0.5,0.0013972621890745924,0.1533733392319041,0.16506009758419612,0.0011679743201317625,0.0,0.10707143714421387,,
yum,furry,0.07176222336568741,1079024263.876235,0.000317102212613199,7.827101397912173e-05,0.0,0.5,0.0025732967678228926,0.047379656980712594,0.007254353603871633,0.0005708970219700166,0.0,0.10703889679577681,,
goodnight,furry,0.0735830702489888,1229292859.1970582,0.0005566794363383131,0.00020618550933280538,0.0,0.5,0.0029394143411425972,0.04864174655802721,0.014379784997421556,0.0015574673143356715,0.0,0.10683553318077436,,
belly,furry,0.005917150046586441,9134448673.768297,0.00046448305170366584,0.001283392861143345,0.0,0.5,0.022199702609398703,0.001740245168731851,0.011637708754809791,0.009865679523402972,0.0,0.10600362630255929,,
heads,furry,0.06571831549117368,1705019065.6520576,0.0007625791380088181,0.00034742889287448745,0.0,0.5,0.00409848369891517,0.04319042327598549,0.020503589987702804,0.0026468397565294855,0.0,0.10590961117154293,,
puppy,furry,0.009368020914777857,7909775974.937053,0.00048448950044897805,0.0013868028137443646,0.0,0.5,0.019215884229718566,0.004132158621392062,0.012232734340909993,0.010663252831174056,0.0,0.10590554041285503,,
agree,furry,0.16560129720805208,330427846.402059,0.003934935027390496,8.783364692879943e-05,0.0,0.5,0.0007494006757863515,0.11242264226818081,0.11485481375699157,0.0006446510524171788,0.0,0.10568895786278953,,
hehe,furry,0.045866815121199216,4121845955.043419,0.0009131276648172928,0.0008524026216907213,0.0,0.5,0.009986891679229604,0.029430687660228667,0.02498115752310683,0.006541567073380522,0.0,0.10554925750091468,,
correct,furry,0.08973049014003172,657865258.9907044,0.00145630274825252,0.00012535328221355694,0.0,0.5,0.0015471760902373412,0.05983406071244843,0.04113610218572732,0.0009340299648694961,0.0,0.10540444159755938,,
kitty,furry,0.011275555656793425,7445457875.420217,0.000569850348428977,0.0012721374032330093,0.0,0.5,0.0180846098241744,0.005454334438777842,0.014771510174937523,0.009778869186774541,0.0,0.10540263840985145,,
howdy,furry,0.051910647394472445,560738556.12706,0.00012203933734640466,8.645562785589195e-05,0.0,0.5,0.0013105345439377873,0.03361986896321978,0.0014528541393946607,0.0006340227598543639,0.0,0.10531830752929466,,
bro,furry,0.07812249793314754,1984987693.7234275,0.0015858445038784167,0.000471801072320333,0.0,0.5,0.004780605166120586,0.05178817496982346,0.044988892855726124,0.0036060891136783426,0.0,0.1051269802715446,,
telegram,furry,0.003406456630982867,8045331028.319735,0.0004593147191111268,0.0012309737704757323,0.0,0.5,0.01954615341929695,0.0,0.011483993811733905,0.009461385096391427,0.0,0.10512617757678386,,
completed,furry,0.0332888088314606,3896163669.411112,0.00035127989588644074,0.0004914795384640055,0.0,0.5,0.009437034601105345,0.020712452872197258,0.008270855646792813,0.003757863860105559,0.0,0.10510665525139777,,
excellent,furry,0.09853621685426038,193358270.3147642,0.0017695703915228676,4.3748932801994245e-05,0.0,0.5,0.00041544147116412715,0.06593760297546324,0.050453211154746325,0.00030463744266418527,0.0,0.10500456698574373,,
adorable,furry,0.05116687869019073,3486925308.8625755,0.0010990209177424856,0.0007192955404321713,0.0,0.5,0.008439957632671061,0.03310433811973404,0.030509936927287876,0.0055149477546700965,0.0,0.10498138549043305,,
thx,furry,0.042395861929243925,1978654230.2985468,0.00031126699839581625,0.00028936327930925514,0.0,0.5,0.004765174182322036,0.027024854480575983,0.007080804474592407,0.0021989952085519704,0.0,0.10484843136322958,,
boop,furry,0.0134489542485615,5584498291.942877,0.00012253949856503747,0.0005734864072324795,0.0,0.5,0.01355052866573851,0.006960789339064322,0.0014677297790471654,0.0043903609064582915,0.0,0.1047050413827172,,
meow,furry,0.011734240406774564,5768309740.461499,0.00022540598919718456,0.0006942803469836413,0.0,0.5,0.013998370753676711,0.0057722641052057756,0.004527153000912373,0.005322012257830105,0.0,0.1045433015308825,,
goat,furry,0.00580320096143372,6629005465.913346,0.00038195645062925285,0.000956018852604139,0.0,0.5,0.016095387962736935,0.0016612632652919339,0.009183228212146457,0.007340731350606698,0.0,0.1043851270987782,,
diaper,furry,0.005480776651687263,5873596622.148815,0.00019806384257859116,0.0007608277878599696,0.0,0.5,0.014254893931679807,0.0014377802450908856,0.0037139513665754294,0.005835274871422198,0.0,0.10415406940429761,,
butt,furry,0.009832326979305642,6421414599.412443,0.0006713830758114366,0.0010576583972000246,0.0,0.5,0.015589609199553718,0.004453984608024179,0.01779126502439605,0.008124649974923792,0.0,0.10403805552240572,,
yikes,furry,0.04723236529544389,215465002.72040108,0.0003176023738318318,1.1027303603722818e-05,0.0,0.5,0.00046930278000979715,0.030377195935042837,0.007269229243524139,5.226426794650431e-05,0.0,0.1039365830888926,,
handsome,furry,0.03820199159155701,2500821342.157307,0.0006293695334462808,0.00037873522423700304,0.0,0.5,0.0060373931410002005,0.024117943366662488,0.016541711293585625,0.0028882971175565805,0.0,0.10389307328323,,
gorgeous,furry,0.08782194542047804,574272036.224463,0.0019066145654282564,0.00012074298958072885,0.0,0.5,0.001343507800134487,0.05851118484601631,0.054529136419532706,0.0008984720107995983,0.0,0.10381708364767599,,
chance,furry,0.11688678395792616,894006961.0975506,0.003061820260063827,0.0002492017126125528,0.0,0.5,0.0021225167111459248,0.0786569917893965,0.08888690547026856,0.0018892397856949054,0.0,0.10380667151003553,,
lmfao,furry,0.041899341471223775,1367443279.5210528,0.0006005269031717891,0.00019755955202945108,0.0,0.5,0.003276006937447443,0.026680699625635892,0.01568388274029117,0.0014909376126378817,0.0,0.10346165246046522,,
socks,furry,0.010573374956715793,4004496099.9157853,0.00037595451600565917,0.0007925137200955214,0.0,0.5,0.009700978018447586,0.004967629625162403,0.009004720536316395,0.006079659992460058,0.0,0.10330478299194726,,
yesss,furry,0.0391419411849856,232292484.48733982,0.0002945949577747227,4.4784808992789645e-05,0.0,0.5,0.000510301611312105,0.024769453713823823,0.006584949819508905,0.0003126268786822214,0.0,0.10323714011705566,,
awww,furry,0.03437402438576356,971275066.0299475,0.00035228021832370634,0.00013121728649454327,0.0,0.5,0.002310774350824156,0.021464651891667894,0.008300606926097822,0.0009792574615807164,0.0,0.10309660632670042,,
caturday,furry,0.014616460083609572,4433323676.783636,0.0006328706619767105,0.0007138639967459816,0.0,0.5,0.010745782566465282,0.007770026490952984,0.016645840771153164,0.005473055710866425,0.0,0.1030183403375373,,
