term,subculture,similarity,specificity,contextual_relevance,seed_closeness,subculture_relevance,uniqueness,normalized_specificity,normalized_similarity,normalized_contextual_relevance,normalized_seed_closeness,normalized_subculture_relevance,combined_score,cooccurrence_count,frequency
animation,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,205.0,
artist,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,298.0,
style,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,202.0,
animewaifu,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,191.0,
cosplayer,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,134.0,
sketch,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,169.0,
horror,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,200.0,
vtuber,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,200.0,
wanna,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,200.0,
blue,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,199.0,
comics,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,195.0,
furry,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,187.0,
ecchi,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,135.0,
friends,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,184.0,
story,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,183.0,
hope,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,183.0,
movie,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,180.0,
episode,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,179.0,
piece,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,179.0,
gonna,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,171.0,
art,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1518.0,
repost,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,162.0,
moon,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,138.0,
japanese,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,140.0,
love,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1314.0,
movies,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,164.0,
japan,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,160.0,
cool,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,159.0,
books,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,159.0,
mangaart,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,158.0,
women,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,156.0,
dragon,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,155.0,
naruto,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,155.0,
animegirl,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,152.0,
fall,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,148.0,
draw,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,148.0,
hard,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,121.0,
started,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,142.0,
onepiece,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,141.0,
fan,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,170.0,
pantyhose,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,144.0,
live,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,132.0,
original,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,120.0,
fun,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,205.0,
amazing,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,131.0,
yeah,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,131.0,
enjoy,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,131.0,
list,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,130.0,
adaptation,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,130.0,
bad,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,129.0,
green,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,127.0,
finished,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,126.0,
tea,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,125.0,
start,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,125.0,
pokémon,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,124.0,
wait,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,123.0,
remember,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,123.0,
memes,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,122.0,
play,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,132.0,
check,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,121.0,
shit,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,120.0,
red,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,118.0,
artwork,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,120.0,
days,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,120.0,
final,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,120.0,
real,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,119.0,
det,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,119.0,
animesky,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,112.0,
super,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,118.0,
bit,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,119.0,
commission,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,117.0,
moots,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,116.0,
playing,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,116.0,
sailor,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,115.0,
star,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,115.0,
hunter,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,113.0,
yuri,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,113.0,
chance,weeb,0.11688678395792616,736941120.9994928,0.003061820260063827,0.0003553289178560225,0.7,0.5,0.0017424449315087444,0.0786569917893965,0.09037534281838794,0.0013085758472257461,0.7,0.31343664743467886,,
boo,weeb,0.014773552715072694,1294170666.421009,0.0002724211437486683,0.0002622438227914251,0.5,0.5,0.0030599746084926825,0.00787891262226956,0.007549430203661349,0.0009657697849631723,0.5,0.25128033124091365,,
der,weeb,0.009798336496780895,265607123.25675446,0.0007964233804696381,0.0001230001322620935,0.5,0.5,0.0006280091753648644,0.0044304246732950175,0.023108682092256517,0.0004529746783766302,0.5,0.24859254099643574,,
sun,weeb,0.008345729096745564,961216120.4609578,0.0011737116597249847,0.0003100675473960435,0.5,0.5,0.0022727272362140956,0.0034235741377954803,0.03431154146988644,0.0011418910286817507,0.5,0.24782240017809393,,
yep,weeb,1.446130424905615,348130550.82657224,0.0016203556279640804,0.00014817801801192122,0.0,0.5,0.0008231299577480433,1.0000000000000002,0.047573786398154475,0.0005456977063115079,0.0,0.24554367177831207,,
agreed,weeb,1.0787486150132204,412389699.94478154,0.0011968857961883047,0.00014070314968027994,0.0,0.5,0.0009750661511473603,0.7453554401458027,0.034999653468777536,0.000518169881616019,0.0,0.20862790637562612,,
beautiful,weeb,1.2266843476014984,853426189.6578865,0.006775017147193778,0.0004546983001196906,0.0,0.5,0.0020178656017584727,0.8478946200869218,0.20063167691408992,0.0016745251608041782,0.0,0.207943229732182,,
absolutely,weeb,1.1531438558721618,1053867750.9694105,0.005486435127589459,0.0005909161365732919,0.0,0.5,0.0024917954349821564,0.7969212576513588,0.16236967950812367,0.0021761769031393065,0.0,0.2043436240096727,,
happy happy,weeb,0.851294718071949,1425623069.6767364,0.00014838116152773243,0.00012633151371355063,0.0,0.5,0.0033707844781834025,0.587699573921243,0.0038662983534816487,0.0004652432134893255,0.0,0.18855877395184728,,
yeah yeah,weeb,0.526667146850188,907584945.6252507,7.769170929429586e-05,8.468834688346883e-05,0.0,0.5,0.0021459201330406505,0.3626893998614148,0.0017673092345620342,0.00031188321497122636,0.0,0.15473383388610695,,
pet,weeb,0.009154950474942579,50203536373.79344,0.0007710818787255759,0.026031071883136542,0.0,0.5,0.11870269551479064,0.003984472408006357,0.022356214294907972,0.09586507101420919,0.0,0.14606885628822058,,
nope,weeb,0.45456729232795307,467036697.13297945,0.001056840654971119,0.00019551603056456785,0.0,0.5,0.0011042750941136648,0.3127145910222299,0.030841278799219815,0.0007200302099980289,0.0,0.14422392334473474,,
yup,weeb,0.4289116813796116,623389418.1818175,0.001017994800323971,0.00018765874120659444,0.0,0.5,0.0014739599964158341,0.29493183318878013,0.02968782487302106,0.0006910940368867989,0.0,0.1417385579995198,,
congrats,weeb,0.2931489595124023,858809587.171037,0.0012315636406801792,0.00028256417069316155,0.0,0.5,0.002030594262765153,0.20083017212774618,0.036029346244096594,0.0010406038756751786,0.0,0.1271878610162241,,
wow,weeb,0.3639483199982068,910177029.1568959,0.0037960569290167866,0.0004464494139228245,0.0,0.5,0.0021520489304208763,0.24990356526647267,0.11217710715735489,0.0016441468473562797,0.0,0.12710927057215865,,
job,weeb,0.3351346619543056,883530733.5082552,0.003830734773508661,0.0004294658296938339,0.0,0.5,0.002089045657196706,0.2299318598831069,0.11320679993267393,0.001581601112954819,0.0,0.1239823083988767,,
congratulations,weeb,0.21701604312345804,262937583.30837685,0.001609018640341737,0.0001282720314446077,0.0,0.5,0.0006216972377894418,0.14805991387800466,0.04723715606776171,0.0004723895911309097,0.0,0.11772770832026513,,
birthday,weeb,0.2507653478742061,818892279.5755427,0.0030998325126799205,0.0004111621638135408,0.0,0.5,0.0019362126245076616,0.17145268026498664,0.09150404451441076,0.0015141938914115768,0.0,0.11733328858606133,,
answer,weeb,0.21294513223055622,773190325.3319843,0.0020063133683423957,0.00030153156959114444,0.0,0.5,0.0018281536001669807,0.14523823004768038,0.05903406896961416,0.0011104554380877085,0.0,0.11652557218974596,,
hey,weeb,0.26587040598594053,1051464383.6258552,0.004291883417088108,0.0005432275957488386,0.0,0.5,0.002486112843623091,0.18192249877767047,0.1268997336660033,0.0020005535030263883,0.0,0.11559576239453147,,
happy birthday,weeb,0.18397282621572017,719925579.4342253,0.001665036696828611,0.0002988388880377634,0.0,0.5,0.0017022128921877944,0.12515656047544452,0.048900505935584794,0.0011005390539490765,0.0,0.11449901081968303,,
elaborate,weeb,0.13980479403989052,1042995847.6915182,0.00013521024943706855,0.00010218113682018249,0.0,0.5,0.0024660895919743405,0.09454222734791588,0.003475213116701815,0.00037630420989022775,0.0,0.11442110676138463,,
yess,weeb,0.11608289191413254,2643342904.923253,0.0001600515899624979,0.00023539954537506557,0.0,0.5,0.006249996527098796,0.07809978745823466,0.004212829575944793,0.000866909908105333,0.0,0.11276041194358681,,
hey hey,weeb,0.10634899247457477,1926808889.2048426,7.319025832660061e-05,0.0001891199246347049,0.0,0.5,0.004555802746395099,0.07135289778730293,0.0016336471916119644,0.0006964751619410975,0.0,0.11162484928869854,,
gift,weeb,0.1606599004257016,932918706.6587079,0.0019651334280082946,0.00044200484272227105,0.0,0.5,0.0022058200114039744,0.10899759569585558,0.05781130879892278,0.001627778749427712,0.0,0.11141661716412378,,
luck,weeb,0.16034467490409532,694654826.680566,0.0019286216590480999,0.0003209454768166955,0.0,0.5,0.001642461992426218,0.10877910239530879,0.056727161117216665,0.001181951364309878,0.0,0.11126812948713737,,
howdy,weeb,0.051910647394472445,10977815392.258486,0.00012203933734640466,0.0006512879001020754,0.0,0.5,0.02595626467869832,0.03361986896321978,0.0030841278799219815,0.002398509023150437,0.0,0.11052544774801805,,
blocks,weeb,0.11688678395792616,269213932.9520902,0.0010476710326295176,7.865001678319354e-05,0.0,0.5,0.0006365372206773998,0.0786569917893965,0.030569004267284483,0.0002896457540449582,0.0,0.10894136722432775,,
tysm,weeb,0.07957819087845897,1494469892.7137446,0.0002830912497461682,0.00014467592592592592,0.0,0.5,0.003533567900675302,0.05279716419944879,0.007866258749913368,0.0005328004922425117,0.0,0.10797286245812167,,
woof,weeb,0.08604899341178608,232381862.44650134,0.0003034311393039023,5.8058522991175105e-05,0.0,0.5,0.0005494504063571548,0.057282292800358924,0.008470213166206275,0.0002138131097526847,0.0,0.10790866596214281,,
yay,weeb,0.10555428889724515,663569536.6412055,0.0011688767679448675,0.0002489105928211692,0.0,0.5,0.0015689630322920608,0.07080206228806324,0.03416797853486599,0.000916667272255065,0.0,0.10774647091424508,,
haha,weeb,0.13577475126916802,1462178434.4717572,0.0025076416298186782,0.0006660747278451588,0.0,0.5,0.0034572170415069804,0.091748870573271,0.0739200601974238,0.0024529647250911583,0.0,0.10767500915582245,,
awesome,weeb,0.15089339774572977,1197659750.1252384,0.0030614868192514054,0.0006055406790111664,0.0,0.5,0.0028317814026273987,0.1022281076338726,0.09036544192631757,0.0022300349542272984,0.0,0.10742153697153145,,
base,weeb,0.11687444286555518,503844062.9636347,0.0016793746517627516,0.00022489250577704012,0.0,0.5,0.0011913034959849422,0.07864843776753068,0.04932624429461095,0.0008282154547330022,0.0,0.10730995579854874,,
true,weeb,0.22468184923516688,601917924.296036,0.005622979140276215,0.00030199105772331803,0.0,0.5,0.001423192174364516,0.1533733392319041,0.16642409481094245,0.0011121476028444562,0.0,0.1069262667392754,,
goodnight,weeb,0.0735830702489888,506660740.4159248,0.0005566794363383131,0.00014335680503345174,0.0,0.5,0.001197963329736357,0.04864174655802721,0.0159899406936565,0.0005279425433036021,0.0,0.10606884621611161,,
marvel,weeb,0.008237568122704597,9479864989.780743,0.00042396999299440855,0.0022397076757717464,0.0,0.5,0.02241446735992633,0.003348604166810443,0.012049385649647033,0.008248209537926142,0.0,0.10584229791652368,,
agree,weeb,0.16560129720805208,501744907.72310376,0.003934935027390496,0.00024140317086332992,0.0,0.5,0.0011863401925335723,0.11242264226818081,0.1163008287046663,0.0008890195617668876,0.0,0.10569283639870894,,
excellent,weeb,0.09853621685426038,557856743.1608388,0.0017695703915228676,0.00022409236907090427,0.0,0.5,0.0013190126414851643,0.06593760297546324,0.05200443559964753,0.0008252687776810873,0.0,0.10516031660907205,,
correct,weeb,0.08973049014003172,338929101.3126203,0.00145630274825252,0.00011501086117867552,0.0,0.5,0.0008013737840032887,0.05983406071244843,0.04270254749952971,0.00042355245392110193,0.0,0.10497101722719523,,
heads,weeb,0.06571831549117368,924650357.6206132,0.0007625791380088181,0.00028526401065482573,0.0,0.5,0.0021862700874509815,0.04319042327598549,0.022103741547113396,0.001050546622205705,0.0,0.10496808000972811,,
furryart,weeb,0.012095924852941482,6725921449.843544,0.0006185327070425701,0.0028317121247363923,0.0,0.5,0.01590296348792551,0.0060229596326388316,0.017826556172711165,0.010428394387612991,0.0,0.10490847962211307,,
bro,weeb,0.07812249793314754,1467289568.7683632,0.0015858445038784167,0.0005449196609206268,0.0,0.5,0.0034693019554785376,0.05178817496982346,0.04654904406887061,0.002006784900203668,0.0,0.10430887845473308,,
sexy,weeb,0.06345800591833209,3040268317.399872,0.0016698715886087282,0.001429618823055215,0.0,0.5,0.007188498469043461,0.04162372748209449,0.049044068870605244,0.00526488154658827,0.0,0.10409307231570941,,
gorgeous,weeb,0.08782194542047804,1072500708.1824418,0.0019066145654282564,0.0004346181620751895,0.0,0.5,0.0025358517387080656,0.05851118484601631,0.05607370224057188,0.0016005756950175517,0.0,0.10407662177434125,,
nice,weeb,0.27512345963743146,1043057851.49745,0.008517745553316686,0.0005772048997611545,0.0,0.5,0.0024662361955689856,0.18833609822910036,0.2523786893199077,0.0021256822982075865,0.0,0.10403721361603997,,
tag,weeb,0.02153598431527081,7183046017.8545,0.0010601750630953378,0.001992680710703142,0.0,0.5,0.016983802056844726,0.012566179035598351,0.03094028771992357,0.0073384791336216035,0.0,0.10402227827812176,,
yesss,weeb,0.0391419411849856,1675464005.830946,0.0002945949577747227,0.0003259873205818347,0.0,0.5,0.003961515624105713,0.024769453713823823,0.008207839526341323,0.001200519048067101,0.0,0.10398706699127737,,
guys,weeb,0.14670715100314896,1295203651.9291475,0.004137500320936782,0.0006600111889075183,0.0,0.5,0.0030624170293478744,0.09932648068746013,0.12231562063741944,0.0024306344271509146,0.0,0.10388755205203438,,
outfit,weeb,0.007661560386664545,6492424158.953493,0.0006081960418574921,0.0022177447677087505,0.0,0.5,0.015350875730248771,0.002949354033932353,0.01751962851852952,0.008167326362980834,0.0,0.10380244699003188,,
thx,weeb,0.042395861929243925,679595596.9386703,0.00031126699839581625,7.115749525616698e-05,0.0,0.5,0.0016068555134437406,0.027024854480575983,0.008702884129860101,0.0002620529176266775,0.0,0.1035703240911958,,
boom,weeb,0.025179260127924454,2883647624.3243237,0.0002934279149312462,0.000592452458289819,0.0,0.5,0.006818179965919703,0.015091454759000018,0.00817318640409501,0.0021818347412458873,0.0,0.10335549425193592,,
wrestling,weeb,0.008435572371743175,6149617875.966058,0.0003554479060417141,0.000989787054499409,0.0,0.5,0.01454033462559352,0.003485847501913119,0.010014752329184858,0.0036451056143408313,0.0,0.10334074522107241,,
