term,subculture,similarity,specificity,contextual_relevance,seed_closeness,subculture_relevance,uniqueness,normalized_specificity,normalized_similarity,normalized_contextual_relevance,normalized_seed_closeness,normalized_subculture_relevance,combined_score,cooccurrence_count,frequency
awesome,furry,0.2874156998894898,1058396617.7781792,0.0030614868192514054,0.0005482637070062464,0.0,0.5,0.011001514987511203,0.2402756647437245,0.08962633399062614,0.00633263639329503,0.0,0.13086217840832207,,
meow,furry,0.01351514808991505,10676758462.915062,0.00022540598919718456,0.0013725998654451534,0.0,0.5,0.1129712804518165,0.009057447589910027,0.005345871441453046,0.015914082779731647,0.0,0.1273968067796374,,
ty,furry,0.20138132418646124,944007507.2877825,0.0008664459510782309,0.00041086177602183565,0.0,0.5,0.009788810479594009,0.1676481551118633,0.024395802574341797,0.004735582543791273,0.0,0.12584930074121195,,
oc,furry,0.011651348349650254,7566764941.494141,0.0021785355479582917,0.004994949544242781,0.0,0.5,0.08000045703294696,0.007484086564368501,0.06338746915843398,0.058017475776652574,0.0,0.12528832641956442,,
congratulations,furry,0.22874365430824808,420359613.78585464,0.001609018640341737,0.0001603496739964609,0.0,0.5,0.0042373190982142725,0.1907465722065582,0.04646300498419524,0.0018238234875645079,0.0,0.1252691050240982,,
mommy,furry,0.13699992946159711,2421722422.6989827,0.00031176715961444906,0.00039189036699688914,0.0,0.5,0.025454913062724824,0.11329940988899151,0.007912286090825315,0.0045150735480535146,0.0,0.12242343387382455,,
hey,furry,0.23586436225857557,1345029373.5522878,0.004291883417088108,0.0008199674938563741,0.0,0.5,0.014040273078677341,0.1967576495349182,0.12619031104152836,0.0094907112151327,0.0,0.12207534874560355,,
gorgeous,furry,0.18063238304365323,1113741674.028697,0.0019066145654282564,0.00040952944249371474,0.0,0.5,0.011588259642821452,0.15013255265196,0.0553067311408159,0.004720096528604559,0.0,0.12048688584442784,,
cheers,furry,0.15771496689009826,568214201.4776088,0.0006920564061815925,0.00014596576991380577,0.0,0.5,0.005804810306436245,0.13078639190134395,0.019213428591246445,0.0016566361036499143,0.0,0.11927173701327669,,
pickaxe,furry,0.16721834276958578,20671842.078654688,0.0007609119339467088,6.382109670172573e-06,0.0,0.5,0.0,0.13880884243443223,0.021259624054935145,3.4223519468610414e-05,0.0,0.11870391983953847,,
fur,furry,0.005782624783216613,6207361863.22378,0.0005600138444625317,0.0018364044035355947,0.0,0.5,0.06558864603076787,0.0025298950116902606,0.015289489590661818,0.021304988261683654,0.0,0.11729451156426185,,
blocks,furry,0.15679357391232054,240219708.82432047,0.0010476710326295176,8.316784824559071e-05,0.0,0.5,0.002327552741381138,0.1300085809761009,0.029781309763275497,0.00092672159791828,0.0,0.11722034711784339,,
bunny,furry,0.012368970363432822,5624337185.654841,0.0003971280075944479,0.0015615242530771997,0.0,0.5,0.05940766733722188,0.00808988046119333,0.010448973929587093,0.01810999384423577,0.0,0.11657761660472361,,
gift,furry,0.12828053462064345,1640874730.061967,0.0019651334280082946,0.0008021226513789563,0.0,0.5,0.01717669922927476,0.10593877145091808,0.05704574956152954,0.009283296558234016,0.0,0.11594240474689822,,
ears,furry,0.0077086569768527536,6107595662.480543,0.0004893243922290952,0.001272322861651436,0.0,0.5,0.06453096736834614,0.004155790713862008,0.01318879497418722,0.014748540390493834,0.0,0.11589781768095327,,
huh,furry,0.12200241407143263,1162532305.2415063,0.0010418358184121348,0.0003875644615594138,0.0,0.5,0.012105517082469668,0.10063897986259202,0.02960790336804764,0.004464792566687299,0.0,0.1156723582007498,,
damn,furry,0.19035563263021466,983952034.5819491,0.004172344885834868,0.0005388583484218383,0.0,0.5,0.010212285302578353,0.15834061364188964,0.12263795717357485,0.006223315774395603,0.0,0.11508558233304053,,
happy thanksgiving,furry,0.4020644087623337,727646612.2257352,0.01307821554481061,0.0005124879351509555,0.0,0.5,0.007495044651239465,0.33705849300163687,0.38729575203876376,0.0059168064719022735,0.0,0.11480740929459263,,
species,furry,0.005114127324753245,4807453678.6532135,0.00044497676417698637,0.0016754398232671872,0.0,0.5,0.05074741718633667,0.00196557051689749,0.011870906370455514,0.01943406038818395,0.0,0.1141157434748024,,
hey hey,furry,0.09330303710423672,1077011078.1554418,7.302353792038968e-05,9.472687512232752e-05,0.0,0.5,0.011198857548487299,0.07641186994192267,0.000817487291788464,0.0010610747925040563,0.0,0.11388507196993303,,
love love,furry,0.10429687983133887,744716501.061433,0.0003379422633895659,0.00011447922409865451,0.0,0.5,0.00767601232422818,0.08569252563366464,0.008690137635133125,0.0012906608306577972,0.0,0.11384273275404648,,
umm,furry,0.09187420751916588,938101611.9930011,0.00011737116597249847,4.6498845323707253e-05,0.0,0.5,0.009726198699359302,0.07520569701855284,0.0021353758955201694,0.0005005094489747339,0.0,0.11313768406534645,,
rabbit,furry,0.009093948575829689,4381995892.952336,0.00041279972577827585,0.0012255586084894351,0.0,0.5,0.04623689540296082,0.005325210240946368,0.010914693962484765,0.014204988855253654,0.0,0.11250593843429907,,
trinity,furry,0.10327363355469553,272381895.99142534,0.00046198224561050177,8.491050033475747e-05,0.0,0.5,0.002668522517217441,0.08482873336219862,0.012376262150833836,0.0009469768389284321,0.0,0.112257132502422,,
holy trinity,furry,0.10250977890439845,162316172.5703388,0.0003876249444404246,4.6026513882766956e-05,0.0,0.5,0.001501652713022882,0.08418391133009268,0.010166569228787442,0.0004950194333643934,0.0,0.11203501517758083,,
twitch,furry,0.023107103606251823,3760046548.2170453,0.0008659457898595981,0.0012694955628253944,0.0,0.5,0.03964325400804889,0.01715467426190656,0.024380939169036553,0.014715678054124345,0.0,0.11174267753752318,,
wip,furry,0.015886056935585747,3662443013.514432,0.0007172311875194438,0.0014976237348636177,0.0,0.5,0.03860850300758151,0.011058894146802424,0.019961553324943766,0.01736726360844407,0.0,0.11172619529315332,,
tags,furry,0.01680652729148189,3658858252.845801,0.0003611163998528859,0.0010068091250545314,0.0,0.5,0.0385704989055825,0.011835926223718355,0.00937880874760947,0.011662413928586078,0.0,0.11146721132205983,,
gawd,furry,0.06970882103958267,1298342382.355437,0.0001090351456619517,0.00010080053950327685,0.0,0.5,0.013545317532272732,0.05649437602755055,0.0018876524737660894,0.0011316703730078665,0.0,0.11127737225646249,,
woof,furry,0.036747396610315904,2695607672.941355,0.0003034311393039023,0.0005261235188723616,0.0,0.5,0.028358527543133245,0.028669379906469054,0.007664562669071236,0.006075295958305293,0.0,0.11072448021726622,,
wildlife,furry,0.00789387641534478,3864011142.180374,0.00034194355313862837,0.0007616678629666352,0.0,0.5,0.040745442242773336,0.004312147128878269,0.008809044877575086,0.00881308136473657,0.0,0.11011827637131305,,
