term,subculture,similarity,specificity,contextual_relevance,seed_closeness,subculture_relevance,uniqueness,normalized_specificity,normalized_similarity,normalized_contextual_relevance,normalized_seed_closeness,normalized_subculture_relevance,combined_score,cooccurrence_count,frequency
gooning gooner hentaiart,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,534.0
gooner hentaiart,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,534.0
dildo rope bskyhentai,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,535.0
hentai porn lewd,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,535.0
goon hentaicommunity,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,491.0
hentaiart rule34,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,536.0
youtube channel,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,1156.0
base chance blocks,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,4531.0
chance blocks mined,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,4531.0
transcendent base chance,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,2385.0
climate change,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,2072.0
chance blocks,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,4531.0
change mind,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,647.0
hentai porn,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,582.0
waifu gooning,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,541.0
waifu gooning gooner,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,537.0
enigmatic base chance,weeb,0.6,0.0,1.0,1.0,0.8,0.5,,,,,,0.5,,872.0
music,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,269.0,
vtuber,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,232.0,
characters,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,266.0,
nnn,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,222.0,
stablediffusion,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,223.0,
animewaifu,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,224.0,
fun,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,230.0,
happy,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,230.0,
feel,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,245.0,
gaming,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,233.0,
girls,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,242.0,
gooner,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1348.0,
promosky,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,254.0,
life,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,261.0,
furry,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,257.0,
reading,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,258.0,
digitalart,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,369.0,
watched,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,305.0,
dandadan,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,279.0,
illustration,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,360.0,
day,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,361.0,
black,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,275.0,
stuff,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,281.0,
tags,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,284.0,
sexy,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,313.0,
aigirl,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,314.0,
lol,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,318.0,
lot,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,322.0,
pretty,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,337.0,
artist,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,339.0,
dragon,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,340.0,
color,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,342.0,
video,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,343.0,
fantasy,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,346.0,
animeart,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,354.0,
pokemon,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,262.0,
bondage,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,588.0,
aiartcommunity,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,252.0,
adult,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,656.0,
cute,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,466.0,
game,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,382.0,
food,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,382.0,
drink,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,390.0,
watching,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,400.0,
people,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,408.0,
aiart,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,409.0,
piece,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,180.0,
drawing,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,445.0,
favorite,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,478.0,
girl,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,511.0,
read,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,522.0,
watch,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,543.0,
games,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,556.0,
season,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,570.0,
fanart,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,632.0,
character,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,381.0,
series,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,370.0,
nsfwart,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1336.0,
time,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,644.0,
post,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,682.0,
boobs,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,765.0,
tits,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,780.0,
sex,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,814.0,
nude,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,840.0,
pussy,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,891.0,
cum,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,897.0,
ass,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,988.0,
hentaicommunity,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1113.0,
hentaiart,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1189.0,
lewdtuber,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1220.0,
nsfwbsky,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1226.0,
goonsky,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1284.0,
nsfwsky,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1314.0,
love,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1395.0,
gag,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,555.0,
lewd,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1573.0,
comics,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,215.0,
cool,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,161.0,
fan,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,191.0,
art,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1729.0,
goon,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1741.0,
porn,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1865.0,
nsfw,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,2708.0,
animation,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,217.0,
style,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,213.0,
draw,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,162.0,
forge,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,209.0,
blue,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,205.0,
horror,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,204.0,
thot,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,202.0,
onlyfans,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,199.0,
hope,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,197.0,
episode,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,192.0,
cunny,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,190.0,
phonewallpaper,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,189.0,
women,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,162.0,
movies,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,165.0,
goonette,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,219.0,
story,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,190.0,
gonna,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,188.0,
femboy,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,187.0,
comic,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,187.0,
sailor,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,139.0,
nofap,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,185.0,
wanna,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,219.0,
thanksgiving,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,177.0,
japan,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,176.0,
sketch,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,176.0,
repost,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,171.0,
mangaart,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,171.0,
bluesky,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,170.0,
animegirl,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,166.0,
friends,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,191.0,
movie,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,186.0,
naruto,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,161.0,
yeah,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,139.0,
bit,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,139.0,
horny,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,159.0,
teen,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,157.0,
gooning,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,1513.0,
gay,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,152.0,
fall,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,151.0,
hot,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,150.0,
onepiece,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,149.0,
started,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,146.0,
moon,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,145.0,
pantyhose,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,144.0,
play,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,144.0,
enjoy,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,142.0,
creampie,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,141.0,
live,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,140.0,
books,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,160.0,
japanese,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,153.0,
check,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,137.0,
content,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,135.0,
yuri,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,137.0,
start,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,129.0,
monster,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,136.0,
list,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,136.0,
hard,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,136.0,
futa,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,136.0,
bad,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,135.0,
shit,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,136.0,
futanari,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,135.0,
amazing,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,134.0,
cosplayer,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,134.0,
green,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,132.0,
wait,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,130.0,
adaptation,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,130.0,
real,weeb,0.5,0.0,1.0,1.0,0.6,0.5,,,,,,0.4,130.0,
channel,weeb,0.008474975722854643,2571149076.596458,0.0009981550719848698,0.0006362303811644392,0.5,0.5,0.006681142267908275,0.0048026928579356695,0.02962233624097649,0.0028994556509022587,0.5,0.24981926267089993,,
wow,weeb,0.7711605941673412,828187516.2006351,0.0037960569290167866,0.0003651797420698071,0.0,0.5,0.002152048930420877,0.6486378651018726,0.11265591679819505,0.0016642123640833646,0.0,0.1868765509625664,,
beautiful,weeb,0.6937517554829119,823899379.1256919,0.006775017147193778,0.0003964696847463285,0.0,0.5,0.0021409061872315503,0.5832917620912516,0.20106278233248065,0.0018068081969698788,0.0,0.16826736936712847,,
yep,weeb,0.5680443502650001,316770657.7584016,0.0016203556279640804,0.00011854241440953698,0.0,0.5,0.0008231299577480433,0.47717353076039076,0.04808743710139478,0.0005402264392062958,0.0,0.1670669685052703,,
pet,weeb,0.009134386928180853,45930783379.56984,0.0007710818787255759,0.037954931012421665,0.0,0.5,0.11935134412416111,0.005359347024073828,0.022883465026643773,0.17296979594429077,0.0,0.16562827336185162,,
yup,weeb,0.504292823933675,567233974.6345781,0.001017994800323971,0.00015012699296527556,0.0,0.5,0.001473959996415834,0.4233565005926322,0.030211121611391757,0.0006841649990204229,0.0,0.16094819617679393,,
truth,weeb,0.41129896925433,282345384.929653,0.0022723991366550484,0.00011005233707676076,0.0,0.5,0.0007336757337693669,0.3448540180530828,0.06743818990554695,0.0005015351043881416,0.0,0.14525640264025863,,
agreed,weeb,0.3525256095678734,375241288.63190633,0.0011968857961883047,0.00011256251974422395,0.0,0.5,0.0009750661511473605,0.2952393993399872,0.035520085497573115,0.0005129746136216561,0.0,0.14105715823487566,,
true,weeb,0.4449839442150708,559106997.8879988,0.005622979140276215,0.0002527367699542158,0.0,0.5,0.0014528420113304437,0.3732898127388584,0.16687364863861934,0.0011517825579051325,0.0,0.13988462108870922,,
nope,weeb,0.2882128664116544,424965638.3125828,0.001056840654971119,0.00015641282445165428,0.0,0.5,0.0011042750941136653,0.24094860760863876,0.031363953471112406,0.0007128110526565972,0.0,0.13340495357617146,,
absolutely,weeb,0.3810780696999169,994017424.7691765,0.005486435127589459,0.0004955424778726672,0.0,0.5,0.0025829586826034557,0.31934248669673465,0.16282141991282018,0.0022583068653533192,0.0,0.13270039946608722,,
congrats,weeb,0.2738539515372542,833543783.0709368,0.0012315636406801792,0.0002469827860574073,0.0,0.5,0.0021659672136161634,0.2288272640198474,0.036549222951744335,0.0011255602623048064,0.0,0.13138375081610212,,
awesome,weeb,0.2874156998894898,1089773551.6666322,0.0030614868192514054,0.00048443254320893316,0.0,0.5,0.0028317814026273987,0.2402756647437245,0.09085601476416424,0.002207676207347076,0.0,0.1280740235675045,,
congratulations,weeb,0.22874365430824808,239251944.46807396,0.001609018640341737,0.00010261762515568617,0.0,0.5,0.0006216972377894419,0.1907465722065582,0.04775098831830034,0.0004676533248778063,0.0,0.12407813977793103,,
ty,weeb,0.20138132418646124,592398279.2824011,0.0008664459510782309,0.0002133167279512863,0.0,0.5,0.001539349553542427,0.1676481551118633,0.025713593025614635,0.0009721358969974739,0.0,0.1231267678491759,,
mommy,weeb,0.13699992946159711,8643390070.90991,0.00031176715961444906,0.00212741007994459,0.0,0.5,0.022459887396812508,0.11329940988899151,0.00925234153509705,0.009695122019782185,0.0,0.12298543531414707,,
nice,weeb,0.35733352055952244,1016891059.5087742,0.008517745553316686,0.000499323310595605,0.0,0.5,0.0026423959238239137,0.29929808633575783,0.2527818871808066,0.0022755370340597787,0.0,0.12071388767556276,,
hey,weeb,0.23586436225857557,1061391854.15729,0.004291883417088108,0.0004919215261403552,0.0,0.5,0.0027580314358943672,0.1967576495349182,0.12737060328235472,0.002241805312971176,0.0,0.11788864471742393,,
cheers,weeb,0.15771496689009826,370837601.5289514,0.0006920564061815925,8.992729954424827e-05,0.0,0.5,0.0009636231506982611,0.13078639190134395,0.02053821909742666,0.0004098204432751856,0.0,0.11785931661641738,,
gorgeous,weeb,0.18063238304365323,1009540284.3916109,0.0019066145654282564,0.000377099807907597,0.0,0.5,0.002623294902111793,0.15013255265196,0.056582768874529336,0.001718534985692932,0.0,0.11781589873718666,,
blocks,weeb,0.15679357391232054,244962915.2525692,0.0010476710326295176,8.658305176067693e-05,0.0,0.5,0.0006365372206773999,0.1300085809761009,0.03109182577890367,0.0003945798976785629,0.0,0.11661805698707989,,
yaoi,weeb,0.004593756534124919,22324773052.39382,0.00018105836114507576,0.0032434351633891896,0.0,0.5,0.05801102169433557,0.0015262898886640522,0.0053732849770670565,0.014781118115755746,0.0,0.11498909885339896,,
uwu,weeb,0.10228203647499784,3405633899.87334,0.0002637516826256997,0.0004791239771463342,0.0,0.5,0.008849554778669194,0.08399165834575105,0.007827381983167665,0.002183483788493673,0.0,0.11413179245640315,,
umm,weeb,0.09187420751916588,4373141462.664665,0.00011737116597249847,0.00031736816700768215,0.0,0.5,0.011363627467462016,0.07520569701855284,0.0034832344602718306,0.0014463234584346004,0.0,0.1135668374648568,,
huh,weeb,0.12200241407143263,1170090903.0988903,0.0010418358184121348,0.00037122112070499074,0.0,0.5,0.0030404863961981483,0.10063897986259202,0.030918653611134474,0.0016917443869819944,0.0,0.1130350149942605,,
love love,weeb,0.10429687983133887,1708697565.1017954,0.0003379422633895659,0.0002541946146248249,0.0,0.5,0.004440058193897291,0.08569252563366464,0.010029142401947444,0.0011584263084921432,0.0,0.11302858282075745,,
hey hey,weeb,0.09330303710423672,1757243148.818997,7.302353792038968e-05,0.00015134032794773955,0.0,0.5,0.004566204108284572,0.07641186994192267,0.00216712598522594,0.0006896944598501681,0.0,0.11233073232938527,,
damn,weeb,0.19035563263021466,861138774.5851729,0.004172344885834868,0.00037885115236017985,0.0,0.5,0.0022376729213351362,0.15834061364188964,0.12382304773119722,0.0017265162857377744,0.0,0.1122479509288652,,
happy thanksgiving,weeb,0.4020644087623337,333599773.19262743,0.01307821554481061,0.0001828355673670889,0.0,0.5,0.0008668604887711424,0.33705849300163687,0.3881233579567663,0.0008332258796227014,0.0,0.11212811672222882,,
holy trinity,weeb,0.10250977890439845,331042303.0655488,0.0003876249444404246,5.689649104283251e-05,0.0,0.5,0.0008602148913141655,0.08418391133009268,0.011503579716096599,0.0002592910639833354,0.0,0.1117140944721629,,
trinity,weeb,0.10327363355469553,277760153.9467288,0.00046198224561050177,5.311127188201215e-05,0.0,0.5,0.000721760990743774,0.08482873336219862,0.013710287911098356,0.00024204090521905673,0.0,0.11155814363767348,,
religious holy,weeb,0.09879307965739846,179662310.37896356,0.0003571151101038235,4.013646397752358e-05,0.0,0.5,0.0004668533095762397,0.0810463909127658,0.010598136667474804,0.00018291156903553753,0.0,0.11123624352434153,,
gift,weeb,0.12828053462064345,848880604.2495699,0.0019651334280082946,0.00035360387417781685,0.0,0.5,0.002205820011403975,0.10593877145091808,0.058319438328443274,0.0016114583357200846,0.0,0.1109029004710042,,
yeah yeah,weeb,0.06801567323377881,1651657859.4709742,7.769170929429586e-05,0.00014368082177404918,0.0,0.5,0.0042918402660813,0.05506507398904159,0.0023056637194412972,0.0006547882385883334,0.0,0.10905125983927545,,
fuck yeah,weeb,0.07123419336304218,825829461.2133023,0.00015538341858859173,7.933190416121266e-05,0.0,0.5,0.0021459215140881074,0.057782047289287035,0.0046113274388825945,0.00036153466515710756,0.0,0.10872574231861169,,
furryart,weeb,0.017419616187803532,7157340509.970921,0.0006185327070425701,0.004188776878219476,0.0,0.5,0.018598381028251874,0.012353476555884244,0.01835624978353479,0.019089268839526163,0.0,0.10850938992056108,,
gawd,weeb,0.06970882103958267,588434898.5431862,0.0001090351456619517,2.143852502947797e-05,0.0,0.5,0.0015290506911304368,0.05649437602755055,0.003235845649172979,9.770054116240577e-05,0.0,0.10848080711273199,,
