term,specificity,similarity,contextual_relevance,seed_closeness,subculture_relevance,uniqueness,normalized_specificity,normalized_similarity,normalized_contextual_relevance,normalized_seed_closeness,normalized_subculture_relevance,combined_score
digitalart,32098605615.591076,0.007144289570334101,0.001023329853322721,0.00673554884372621,0.0,0.5,0.07815005866964425,0.0025914538600965865,0.028263575193506314,0.051916700456465896,0.0,0.1261715474077092
yeah,912556058.3363799,0.5158281784023128,0.010123596505940415,0.00025276826379284104,0.0,0.5,0.0021677101226758077,0.3541425055744738,0.2989195380640938,0.0019167476410864696,0.0,0.12414215096456845
job,625239726.8862952,0.33632306329598594,0.003830734773508661,0.00016804799375044093,0.0,0.5,0.0014676865560680204,0.2300866559806535,0.1117601265414805,0.0012633228563978989,0.0,0.12394635376826306
commission,24489969988.850964,0.007575542866501312,0.0012127242347783436,0.0048647793356144916,0.0,0.5,0.0596122184377011,0.0028894926876501586,0.03389645614435249,0.03748795557135089,0.0,0.11833821086909022
congratulations,382773640.57476914,0.21764910454841374,0.001609018640341737,7.681346878972093e-05,0.0,0.5,0.0008769370721643753,0.14807117264263497,0.045682862852241005,0.0005596553657396785,0.0,0.11795769086703894
oc,23873139576.00837,0.012518816558409305,0.0021785355479582917,0.005908364827574332,0.0,0.5,0.05810935981699216,0.006305785405889318,0.06262117388048968,0.04553685136744196,0.0,0.11768983522809336
nsfw,24505849627.029438,0.03426624952247369,0.0028427496463026584,0.005473185352053384,0.0,0.5,0.05965090792290382,0.02133541991654717,0.08237592538416148,0.042180428460021485,0.0,0.11743800914865207
birthday,1103805050.767234,0.2449202617660877,0.0030998325126799205,0.00029232945986008846,0.0,0.5,0.002633673199386089,0.16691824881671077,0.0900219662522995,0.0022218725658456344,0.0,0.1171177434786153
hey,2311961998.5675983,0.26670057715034307,0.004291883417088108,0.0006033464381238383,0.0,0.5,0.005577252255100571,0.18197060834314924,0.1254753982932767,0.004620663338759502,0.0,0.1170186677078547
answer,648060315.7938629,0.21359960713899073,0.0020063133683423957,0.00014647909061636807,0.0,0.5,0.0015232871199431755,0.14527256803876962,0.05749902069191215,0.001096967675054677,0.0,0.11661988247937655
elaborate,1518350144.9354453,0.14007315811923662,0.00013521024943706855,0.00013168129825059745,0.0,0.5,0.0036436796054779303,0.09445849460493232,0.0018495286924873427,0.0009828362601567943,0.0,0.1149582663076259
sketch,19518320458.94365,0.00750639479635886,0.0009501395949961204,0.003613238280836244,0.0,0.5,0.047499186720065256,0.002841704508554461,0.026086784051409954,0.027835154136250373,0.0,0.11427620314921783
happy birthday,535580864.3190901,0.17943793442366654,0.0016610354070795486,0.00013068172201208096,0.0,0.5,0.0012492398132896822,0.12166346180391224,0.047229921704938185,0.0009751267959623864,0.0,0.11402015676174156
blocks,391910490.36404675,0.1573860129649488,0.0010476710326295176,7.501389103946668e-05,0.0,0.5,0.000899198285596863,0.1064233955243692,0.028987519400217182,0.0005457757038429242,0.0,0.11338104097171377
gift,2611739237.2901225,0.1581589332642137,0.0019651334280082946,0.0006111159115739719,0.0,0.5,0.006307635838864353,0.10695756015993861,0.056274265766860204,0.0046805872095610985,0.0,0.11284788141746792
ty,2053489265.5793052,0.13161280953295215,0.0008664459510782309,0.00046831524105828284,0.0,0.5,0.004947503839811615,0.08861155408120569,0.02359760602559589,0.003579203829427881,0.0,0.11281627423494056
hey hey,2811372584.4275184,0.10658346432269944,7.302353792038968e-05,0.00013550098206993513,0.0,0.5,0.006794026734124857,0.07131379249376736,0.0,0.0010122964598938823,0.0,0.11230894833586355
yess,427563232.2546314,0.11631287795791939,0.0001600515899624979,7.238508867173363e-05,0.0,0.5,0.0009860633775031677,0.07803778291516549,0.0025883484650895253,0.0005255004542448634,0.0,0.11177542037982774
luck,638684032.3709896,0.16083054542632932,0.0019286216590480999,0.00014363444160469044,0.0,0.5,0.0015004425453585052,0.10880390930915433,0.05518834945679391,0.0010750276580193236,0.0,0.11137059687427028
woof,4059502656.3945165,0.086237952814244,0.0003034311393039023,0.0005359197095105516,0.0,0.5,0.009834997152197189,0.0572530248431784,0.006852677353934338,0.0041006190140147674,0.0,0.11089484017502646
vtuber,14800446133.914206,0.011316540454237791,0.0009524736806830735,0.0020807319766650996,0.0,0.5,0.03600445826120568,0.005474893297544666,0.026156203358902775,0.016015342875784065,0.0,0.10941034102992858
agree,330427846.402059,0.19828508255306942,0.003934935027390496,8.783364692879943e-05,0.0,0.5,0.0007494006757863515,0.13468871165391635,0.11485920276883865,0.0006446510524171788,0.0,0.10902842936946516
lol,1167856550.4167862,0.4630046071196318,0.01347717747687338,0.0003364739022891698,0.0,0.5,0.002789729623345569,0.3176361753221514,0.3986602073653885,0.0025623468440199525,0.0,0.10897793819745798
dragon,13374499805.783802,0.009026735143224725,0.0011051895727722902,0.002511821554380794,0.0,0.5,0.03253025256822877,0.003892410575011063,0.030698209477718875,0.019340221495261895,0.0,0.108855146525941
tysm,1933855427.2192633,0.07974553751475806,0.0002830912497461682,0.0003184283745997318,0.0,0.5,0.004656025434135517,0.05276612152893821,0.006247737674354027,0.0024231665151664044,0.0,0.10882714117752404
bunny,12579195001.072014,0.007681690187814179,0.0003971280075944479,0.0016768245391383446,0.0,0.5,0.030592555176908103,0.0029628510213097646,0.009639366697574784,0.012900112833812457,0.0,0.10882403022727373
yay,819633852.5536917,0.10583895316802437,0.0011688767679448675,0.00018342195326437736,0.0,0.5,0.0019413125016955997,0.07079926139658618,0.032592364867880176,0.001381898094415638,0.0,0.10809438974664294
haha,1200736752.4936337,0.13621014520868455,0.0025076416298186782,0.00027508417530848657,0.0,0.5,0.002869839640804212,0.09178876929751381,0.07240929623697767,0.002088864298291907,0.0,0.10762356977366314
awesome,894104331.5633672,0.15137972124758553,0.0030614868192514054,0.00021764955092970094,0.0,0.5,0.0021227539466014216,0.10227245185090078,0.0888815062006317,0.0016458864011535408,0.0,0.10728873954718061
true,596334884.6289159,0.22549385724175353,0.005622979140276215,0.00015568550929943452,0.0,0.5,0.0013972621890745924,0.15349267530928168,0.16506423765204065,0.0011679743201317625,0.0,0.10708892354903606
yum,1079024263.876235,0.07191754328625903,0.000317102212613199,7.827101397912173e-05,0.0,0.5,0.0025732967678228926,0.04735620062469685,0.007259276154963728,0.0005708970219700166,0.0,0.10703488608726525
goodnight,1229292859.1970582,0.0735745747488478,0.0005566794363383131,0.00020618550933280538,0.0,0.5,0.0029394143411425972,0.04850137381808122,0.014384672216905583,0.0015574673143356715,0.0,0.10681398854783407
fanart,11270282824.745853,0.0057908009333096115,0.0009836503966445184,0.0018695652068270556,0.0,0.5,0.027403493958481042,0.0016560588844035688,0.027083446966128334,0.014386670055858575,0.0,0.10661743044170857
artist,12523874271.402359,0.010758674760176796,0.0020818377123559494,0.002894752415474725,0.0,0.5,0.030457770584973325,0.005089352737349544,0.059745231141501334,0.022293664813321252,0.0,0.10645385011677728
sexy,5368448728.429417,0.06362611667925884,0.0016698715886087282,0.0011386623112560914,0.0,0.5,0.013024140954843548,0.04162600195338355,0.04749272336901816,0.00874941149981656,0.0,0.10628680902202858
belly,9134448673.768297,0.005923301547455907,0.00046448305170366584,0.001283392861143345,0.0,0.5,0.022199702609398703,0.0017476299588539274,0.011642609570939093,0.009865679523402972,0.0,0.10600424393946467
heads,1705019065.6520576,0.06588477164907837,0.0007625791380088181,0.00034742889287448745,0.0,0.5,0.00409848369891517,0.04318695669862462,0.020508446842165285,0.0026468397565294855,0.0,0.10590860549949258
puppy,7909775974.937053,0.00935586568778377,0.00048448950044897805,0.0013868028137443646,0.0,0.5,0.019215884229718566,0.004119872445990973,0.012237632206591856,0.010663252831174056,0.0,0.10590320769997669
drawing,11814876897.70757,0.014880233025618634,0.0022588947837519626,0.002806796672151715,0.0,0.5,0.028730354437953482,0.00793775854443174,0.06501118146702829,0.021615285688535674,0.0,0.10583943794468655
twitch,8060649408.159059,0.023298622166613728,0.0008659457898595981,0.001095495969758632,0.0,0.5,0.01958347544285077,0.013755700927181858,0.02358273045970457,0.00841648105253807,0.0,0.10572589744481149
hehe,4121845955.043419,0.04598482954260007,0.0009131276648172928,0.0008524026216907213,0.0,0.5,0.009986891679229604,0.029434121725511422,0.02498599217545234,0.006541567073380522,0.0,0.10554928914547254
correct,657865258.9907044,0.08998742464294208,0.00145630274825252,0.00012535328221355694,0.0,0.5,0.0015471760902373412,0.059844281994606736,0.0411408567334249,0.0009340299648694961,0.0,0.10540549933511337
kitty,7445457875.420217,0.01126158676268811,0.000569850348428977,0.0012721374032330093,0.0,0.5,0.0180846098241744,0.005436914842783227,0.014776395452043652,0.009778869186774541,0.0,0.10539953694274164
porn,10125303684.522211,0.01957186267301402,0.0015950141262200182,0.0017240748494031972,0.0,0.5,0.024613842644942263,0.01118014025340108,0.04526634700728406,0.013264541839950275,0.0,0.10538929032625778
howdy,560738556.12706,0.051983265870221146,0.00012203933734640466,8.645562785589195e-05,0.0,0.5,0.0013105345439377873,0.03357963654505675,0.001457805457349273,0.0006340227598543639,0.0,0.10531177753477473
bro,1984987693.7234275,0.07835069606555779,0.0015858445038784167,0.000471801072320333,0.0,0.5,0.004780605166120586,0.05180214765595571,0.04499362829927654,0.0036060891136783426,0.0,0.1051286026301094
telegram,8045331028.319735,0.003394533110058767,0.0004593147191111268,0.0012309737704757323,0.0,0.5,0.01954615341929695,0.0,0.011488895390062127,0.009461385096391427,0.0,0.10512568741895104
completed,3896163669.411112,0.03336295123449084,0.00035127989588644074,0.0004914795384640055,0.0,0.5,0.009437034601105345,0.020711151151359176,0.0082757731575372,0.003757863860105559,0.0,0.10510596824219762
comic,8116831694.548751,0.017031057066335665,0.0010370009266320178,0.0013411164241001498,0.0,0.5,0.019720359149739963,0.00942419141594026,0.028670173994535707,0.010310885926517958,0.0,0.10506840462451494
excellent,193358270.3147642,0.09881786470038112,0.0017695703915228676,4.3748932801994245e-05,0.0,0.5,0.00041544147116412715,0.06594699245477396,0.05045791950335444,0.00030463744266418527,0.0,0.10500550457277953
adorable,3486925308.8625755,0.05128969451273338,0.0010990209177424856,0.0007192955404321713,0.0,0.5,0.008439957632671061,0.03310030990327209,0.030514744165059275,0.0055149477546700965,0.0,0.10498030053418662
thx,1978654230.2985468,0.04248855945011023,0.00031126699839581625,0.00028936327930925514,0.0,0.5,0.004765174182322036,0.027017852102908316,0.00708572788623167,0.0021989952085519704,0.0,0.1048468886654155
pussy,8730285816.415705,0.013411889902221233,0.0009954875454854949,0.0011430550628603099,0.0,0.5,0.021214991703943236,0.0069229877198766256,0.02743550202555622,0.008783291618113401,0.0,0.10473371920074288
boop,5584498291.942877,0.013473129682447713,0.00012253949856503747,0.0005734864072324795,0.0,0.5,0.01355052866573851,0.00696531048577906,0.0014726810232405922,0.0043903609064582915,0.0,0.10470522443030508
guys,1968201353.5239363,0.14723586089162438,0.004137500320936782,0.00047013820863012017,0.0,0.5,0.004739706573000477,0.09940863308589006,0.12088380695482288,0.003593263890762977,0.0,0.10466917155469206
meow,5768309740.461499,0.01174538122663858,0.00022540598919718456,0.0006942803469836413,0.0,0.5,0.013998370753676711,0.005771264831743776,0.004532089074888557,0.005322012257830105,0.0,0.10454265803246558
goat,6629005465.913346,0.0058036837223509555,0.00038195645062925285,0.000956018852604139,0.0,0.5,0.016095387962736935,0.001664962170188574,0.009188141198871439,0.007340731350606698,0.0,0.1043851906358402
millie,1075631106.8804176,0.043764423386434194,0.0003181025350504646,0.00016318279145663845,0.0,0.5,0.0025650296085901257,0.027899600706523493,0.0072890272867463645,0.0012257988522876287,0.0,0.10427549301209382
pokemon,8327799265.426714,0.014377734824888966,0.0015119873639269726,0.0016990194573679983,0.0,0.5,0.020234364986648785,0.007590482417097094,0.042797003069325094,0.013071296302162283,0.0,0.1041735691285024
diaper,5873596622.148815,0.005485049522053232,0.00019806384257859116,0.0007608277878599696,0.0,0.5,0.014254893931679807,0.0014447543148070293,0.0037188914728297777,0.005835274871422198,0.0,0.1041546215041296
nice,891782461.5519499,0.2762730289075979,0.008517745553316686,0.00024152594256700757,0.0,0.5,0.0021170968935603053,0.1885861225291305,0.2511590545090319,0.0018300386241922421,0.0,0.10405294196322652
butt,6421414599.412443,0.009848475664090726,0.0006713830758114366,0.0010576583972000246,0.0,0.5,0.015589609199553718,0.004460314828888824,0.017796135327981435,0.008124649974923792,0.0,0.10403851802517688
discord,6587543840.250249,0.013422606710382487,0.0008414378901465906,0.0010516386278054853,0.0,0.5,0.01599436998395531,0.006930394097909869,0.02285382773102993,0.008078221103550588,0.0,0.1039726056142622
yikes,215465002.72040108,0.047333409178446834,0.0003176023738318318,1.1027303603722818e-05,0.0,0.5,0.00046930278000979715,0.03036612409419489,0.007274151720855047,5.226426794650431e-05,0.0,0.10393443006503233
draw,10369833825.31917,0.014244790948957739,0.0024482891652075852,0.0024883045980975795,0.0,0.5,0.025209621034704734,0.00749860500476166,0.07064406241787446,0.019158841500979545,0.0,0.10389201909111265
handsome,2500821342.157307,0.03828371199954384,0.0006293695334462808,0.00037873522423700304,0.0,0.5,0.0060373931410002005,0.024111885202837306,0.016546587793110627,0.0028882971175565805,0.0,0.10389167690870371
gorgeous,574272036.224463,0.08806012268370922,0.0019066145654282564,0.00012074298958072885,0.0,0.5,0.001343507800134487,0.05851232506494017,0.05453382455757587,0.0008984720107995983,0.0,0.10381678586671025
cum,6965791987.276658,0.017050591279303355,0.0010511721611599473,0.0009960051750561032,0.0,0.5,0.01691594174288686,0.009437691495781539,0.029091648361456418,0.007649135161472576,0.0,0.10380196102716711
cute,4480151637.735849,0.141497741925642,0.0051933406534706355,0.0013209597591582673,0.0,0.5,0.0108598751976683,0.09544302339853541,0.15228612655139753,0.010155422960652794,0.0,0.10379867163433742
bear,6917412280.756371,0.006986104195194072,0.0008210980005888565,0.0011624812201525851,0.0,0.5,0.0167980684060708,0.0024821320667054083,0.02224888805144962,0.008933120373848935,0.0,0.10374032477953725
happy thanksgiving,821507956.4548748,0.4038385700928715,0.01307821554481061,0.0002407083275733344,0.0,0.5,0.0019458786079467774,0.27674657178017703,0.3867944643060796,0.001823732578414394,0.0,0.10367764820261155
horny,6203263995.176456,0.014601298793492848,0.000981816472176198,0.0010617172460817255,0.0,0.5,0.0150581024687522,0.007744987307095871,0.027028903224526828,0.008155954790823004,0.0,0.1035094669650679
lmfao,1367443279.5210528,0.04199444430525205,0.0006005269031717891,0.00019755955202945108,0.0,0.5,0.003276006937447443,0.026676369499160527,0.015688763493377895,0.0014909376126378817,0.0,0.10346051486618524
birthday millie,1093589895.485477,0.032288013411353005,0.00018772717739351318,0.00011155784066725828,0.0,0.5,0.0026087847797209144,0.019968262432946294,0.0034114631110758503,0.0008276294137668783,0.0,0.10338275736322028
socks,4004496099.9157853,0.010567243761234447,0.00037595451600565917,0.0007925137200955214,0.0,0.5,0.009700978018447586,0.004957054918436028,0.009009634408175609,0.006079659992460058,0.0,0.10330270539875239
yesss,232292484.48733982,0.039224964538805286,0.0002945949577747227,4.4784808992789645e-05,0.0,0.5,0.000510301611312105,0.02476238412244332,0.006589875689854367,0.0003126268786822214,0.0,0.10323558709131404
awww,971275066.0299475,0.03444894358016466,0.00035228021832370634,0.00013121728649454327,0.0,0.5,0.002310774350824156,0.021461679641954834,0.008305524289319837,0.0009792574615807164,0.0,0.10309566875292125
caturday,4433323676.783636,0.014599068334527471,0.0006328706619767105,0.0007138639967459816,0.0,0.5,0.010745782566465282,0.0077434458385880235,0.016650716754349863,0.005473055710866425,0.0,0.10301386564136289
hey guys,3693684431.789941,0.013138714002427707,0.0001482144411215215,0.00021820680742154982,0.0,0.5,0.008943709918278456,0.006734196061670292,0.0022362934056616396,0.0016501843714388153,0.0,0.10298778814519978
stunning,1002064201.204002,0.0480699251921372,0.0008877861630732306,0.00016098579730081455,0.0,0.5,0.0023857896488008925,0.030875129755474746,0.024232296836958836,0.0012088540239423838,0.0,0.10298741121537111
cozy,5007969705.774484,0.009973728061629114,0.0007105623712710063,0.0008170129811694341,0.0,0.5,0.012145862265105944,0.004546876666311027,0.018961387989468097,0.006268616240878986,0.0,0.10278221921424077
boobs,4697543325.602435,0.011312337919019168,0.0006555446372213977,0.000738040175277173,0.0,0.5,0.011389532888629358,0.0054719889286263465,0.017325075741422995,0.005659520110040673,0.0,0.1027810773703877
не,466432749.4715613,0.033764813578897816,0.0002934279149312462,2.2378874342620567e-05,0.0,0.5,0.0010807658886245908,0.020988877914329924,0.006555166036107956,0.00013981589711658534,0.0,0.10274392223554277
reposted,409233137.27749395,0.03360107021071291,0.0003344411348591363,5.903610497574279e-05,0.0,0.5,0.0009414035477002649,0.020875714996139542,0.007774962439196124,0.00042254331313803443,0.0,0.10264777754332587
sonic,4051933846.597021,0.01647854767273287,0.0006755510859667099,0.0005594617481605521,0.0,0.5,0.00981655634445515,0.009042352590949888,0.01792009837707576,0.0042821924618839475,0.0,0.10259820243529692
cutie,3797161284.526451,0.013805714124875008,0.0005586800812128443,0.0005755118617083747,0.0,0.5,0.009195823103590184,0.007195159342969375,0.01444417448047086,0.004405982695129951,0.0,0.10257551674789885
comics,4508451130.761139,0.0144863470061203,0.0007133966181765922,0.0005956489324227799,0.0,0.5,0.01092882467903183,0.007665544213586348,0.01904568286285224,0.004561294535958993,0.0,0.10257135191554885
