term,specificity,similarity,contextual_relevance,seed_closeness,subculture_relevance,uniqueness,normalized_specificity,normalized_similarity,normalized_contextual_relevance,normalized_seed_closeness,normalized_subculture_relevance,combined_score
fanart,27956726026.39424,0.0057908009333096115,0.0009836503966445184,0.01124687713027089,0.0,0.5,0.06610169276508968,0.0016560588844035688,0.02919187970966449,0.041419065631330104,0.0,0.12090432582254454
sex,23876845597.931313,0.006601182117287636,0.001925453971330092,0.013330959649282784,0.0,0.5,0.05645510530896393,0.002216112709129906,0.05714186758761274,0.049094151758458646,0.0,0.11818278914901567
congratulations,262937583.30837685,0.21764910454841374,0.001609018640341737,0.0001282720314446077,0.0,0.5,0.0006216972377894418,0.14807117264263497,0.04775098831830034,0.0004723895911309097,0.0,0.11767801390990582
nsfw,22794989731.525455,0.03426624952247369,0.0028427496463026584,0.012683833218268735,0.0,0.5,0.05389713396318638,0.02133541991654717,0.08436453236093037,0.04671096824827356,0.0,0.11722102860609471
yuri,27749124873.374043,0.004942147332365323,0.00022107125863570024,0.004571820239495032,0.0,0.5,0.0656108345858571,0.0010695550211925536,0.006560751270341544,0.01683672012781446,0.0,0.11683570507526977
birthday,818892279.5755427,0.2449202617660877,0.0030998325126799205,0.0004111621638135408,0.0,0.5,0.0019362126245076616,0.16691824881671077,0.09199400329521897,0.0015141938914115768,0.0,0.11660412799073913
answer,773190325.3319843,0.21359960713899073,0.0020063133683423957,0.00030153156959114444,0.0,0.5,0.0018281536001669807,0.14527256803876962,0.059541539055271604,0.0011104554380877085,0.0,0.11647997587984361
hey,1051464383.6258552,0.26670057715034307,0.004291883417088108,0.0005432275957488386,0.0,0.5,0.002486112843623091,0.18197060834314924,0.12737060328235472,0.0020005535030263883,0.0,0.11555589186771814
elaborate,1042995847.6915182,0.14007315811923662,0.00013521024943706855,0.00010218113682018249,0.0,0.5,0.0024660895919743405,0.09445849460493232,0.004012646516023373,0.00037630420989022775,0.0,0.11435480351000493
happy birthday,721659817.401325,0.17943793442366654,0.0016610354070795486,0.0002993337883771249,0.0,0.5,0.001706313374668273,0.12166346180391224,0.04929469449955717,0.0011023616318433268,0.0,0.11393690290352562
blocks,269213932.9520902,0.1573860129649488,0.0010476710326295176,7.865001678319354e-05,0.0,0.5,0.0006365372206773998,0.1064233955243692,0.03109182577890367,0.0002896457540449582,0.0,0.11305404563341175
yess,2643342904.923253,0.11631287795791939,0.0001600515899624979,0.00023539954537506557,0.0,0.5,0.006249996527098796,0.07803778291516549,0.004749865173097951,0.000866909908105333,0.0,0.11269740770241113
digitalart,17639521416.279125,0.007144289570334101,0.001023329853322721,0.006553850925415862,0.0,0.5,0.041707395353850346,0.0025914538600965865,0.030369450450495022,0.024135978234094472,0.0,0.11172724666325867
hey hey,1931207990.2335982,0.10658346432269944,7.302353792038968e-05,0.00018917540993467443,0.0,0.5,0.004566204108284572,0.07131379249376736,0.00216712598522594,0.0006966794985986775,0.0,0.1115677669718491
ty,651044957.0508746,0.13161280953295215,0.0008664459510782309,0.0002666459099391079,0.0,0.5,0.0015393495535424267,0.08861155408120569,0.025713593025614635,0.000981981426147903,0.0,0.11127373907686486
luck,694654826.680566,0.16083054542632932,0.0019286216590480999,0.0003209454768166955,0.0,0.5,0.001642461992426218,0.10880390930915433,0.05723587533583031,0.001181951364309878,0.0,0.11122097910235285
gift,932918706.6587079,0.1581589332642137,0.0019651334280082946,0.00044200484272227105,0.0,0.5,0.0022058200114039744,0.10695756015993861,0.058319438328443274,0.001627778749427712,0.0,0.1110597988807842
comics,14529435675.054745,0.0144863470061203,0.0007133966181765922,0.005423827120362083,0.0,0.5,0.0343538185457002,0.007665544213586348,0.021171534453839718,0.019974420354128507,0.0,0.11089704698432616
drink,18034172550.7639,0.014815275314878298,0.0014623046828761137,0.005604388534263547,0.0,0.5,0.04264051992703812,0.007892866319556763,0.04339694524296055,0.020639376943077242,0.0,0.1105321836448144
howdy,10977815392.258486,0.051983265870221146,0.00012203933734640466,0.0006512879001020754,0.0,0.5,0.02595626467869832,0.03357963654505675,0.0036217721944871877,0.002398509023150437,0.0,0.11046564845383705
color,16750421514.34938,0.012394522338761952,0.0013512688923396309,0.005129775308296958,0.0,0.5,0.03960518179353055,0.00621988576448456,0.040101726279123846,0.01889151074625555,0.0,0.10956672428203029
lol,1689919785.0645583,0.4630046071196318,0.01347717747687338,0.0010021725179206035,0.0,0.5,0.003995695287227856,0.3176361753221514,0.39996338645595736,0.0036907177710644233,0.0,0.10937090615293865
agree,501744907.72310376,0.19828508255306942,0.003934935027390496,0.00024140317086332992,0.0,0.5,0.0011863401925335723,0.13468871165391635,0.11677741439110192,0.0008890195617668876,0.0,0.10898508823792571
pokemon,14363657638.98114,0.014377734824888966,0.0015119873639269726,0.005409749700389266,0.0,0.5,0.03396184815555539,0.007590482417097094,0.04487138255710971,0.019922577200244963,0.0,0.10842444803802592
tysm,1494469892.7137446,0.07974553751475806,0.0002830912497461682,0.00014467592592592592,0.0,0.5,0.003533567900675302,0.05276612152893821,0.008401324024917,0.0005328004922425117,0.0,0.10791469953004473
woof,232381862.44650134,0.086237952814244,0.0003034311393039023,5.8058522991175105e-05,0.0,0.5,0.0005494504063571548,0.0572530248431784,0.009004952723998198,0.0002138131097526847,0.0,0.10785080181278654
yay,663569536.6412055,0.10583895316802437,0.0011688767679448675,0.0002489105928211692,0.0,0.5,0.0015689630322920608,0.07079926139658618,0.03468885909228097,0.000916667272255065,0.0,0.10769396272478203
haha,1462178434.4717572,0.13621014520868455,0.0025076416298186782,0.0006660747278451588,0.0,0.5,0.0034572170415069804,0.09178876929751381,0.07441950215475654,0.0024529647250911583,0.0,0.1076310497687256
awesome,1197659750.1252384,0.15137972124758553,0.0030614868192514054,0.0006055406790111664,0.0,0.5,0.0028317814026273987,0.10227245185090078,0.09085601476416424,0.0022300349542272984,0.0,0.107379131320301
true,601917924.296036,0.22549385724175353,0.005622979140276215,0.00030199105772331803,0.0,0.5,0.001423192174364516,0.15349267530928168,0.16687364863861934,0.0011121476028444562,0.0,0.10689921176811433
gaming,12341747028.70745,0.005724463051248439,0.0011483701579809225,0.004388789779803893,0.0,0.5,0.029181184145305968,0.00161021282417025,0.0340802826169778,0.01616267074195643,0.0,0.10671040817647806
comic,9655431275.214664,0.017031057066335665,0.0010370009266320178,0.004077036611897698,0.0,0.5,0.022829581370368914,0.00942419141594026,0.030775168100697144,0.015014572049962387,0.0,0.1066556711888857
vtuber,11030514197.498522,0.011316540454237791,0.0009524736806830735,0.0036977598386768937,0.0,0.5,0.026080867260194283,0.005474893297544666,0.028266645556154785,0.013617803028614215,0.0,0.10661519364820864
goodnight,506660740.4159248,0.0735745747488478,0.0005566794363383131,0.00014335680503345174,0.0,0.5,0.001197963329736357,0.04850137381808122,0.01652062480518131,0.0005279425433036021,0.0,0.10599472189396723
marvel,9479864989.780743,0.008245328179932995,0.00042396999299440855,0.0022397076757717464,0.0,0.5,0.02241446735992633,0.0033523808123368188,0.012582194932487594,0.008248209537926142,0.0,0.10578958348506858
moon,9166012278.595304,0.010491208150454318,0.0009231308891899489,0.0031406703756517197,0.0,0.5,0.021672384919060986,0.004904506765203031,0.027395836941086826,0.011566200191284527,0.0,0.1052221193523051
memes,8767884492.024649,0.008313080362228668,0.0006111970091692889,0.0025650938826870355,0.0,0.5,0.020731040048982404,0.0033992042943949566,0.0181385476297678,0.009446514854473093,0.0,0.10520386260459724
sketch,9276519664.06092,0.00750639479635886,0.0009501395949961204,0.003457359139739229,0.0,0.5,0.02193367178203003,0.002841704508554461,0.028197376689047107,0.012732475287252383,0.0,0.10517637118559757
excellent,557856743.1608388,0.09881786470038112,0.0017695703915228676,0.00022409236907090427,0.0,0.5,0.0013190126414851643,0.06594699245477396,0.05251569682006422,0.0008252687776810873,0.0,0.10511059890892699
correct,338929101.3126203,0.08998742464294208,0.00145630274825252,0.00011501086117867552,0.0,0.5,0.0008013737840032887,0.059844281994606736,0.04321882529896938,0.00042355245392110193,0.0,0.10492092263957502
heads,924650357.6206132,0.06588477164907837,0.0007625791380088181,0.00028526401065482573,0.0,0.5,0.0021862700874509815,0.04318695669862462,0.022631128439322943,0.001050546622205705,0.0,0.10491482133390302
furryart,6725921449.843544,0.012105553336771765,0.0006185327070425701,0.0028317121247363923,0.0,0.5,0.01590296348792551,0.006020179505267731,0.01835624978353479,0.010428394387612991,0.0,0.10485509324192505
dragon,9123505503.0811,0.009026735143224725,0.0011051895727722902,0.0030264595078848978,0.0,0.5,0.021571880667854256,0.003892410575011063,0.03279880857548575,0.01114559388670305,0.0,0.1044047553339497
furry,7814880053.492566,0.019511581504053906,0.0013624391595557636,0.0032734453987967567,0.0,0.5,0.018477728751366936,0.011138479983021454,0.04043322728599631,0.012055173026512185,0.0,0.10433678827575503
bro,1467289568.7683632,0.07835069606555779,0.0015858445038784167,0.0005449196609206268,0.0,0.5,0.0034693019554785376,0.05180214765595571,0.047063247423445524,0.002006784900203668,0.0,0.10425955402219544
sexy,3040268317.399872,0.06362611667925884,0.0016698715886087282,0.001429618823055215,0.0,0.5,0.007188498469043461,0.04162600195338355,0.04955692663932196,0.00526488154658827,0.0,0.1040421277095311
nice,1043057851.49745,0.2762730289075979,0.008517745553316686,0.0005772048997611545,0.0,0.5,0.0024662361955689856,0.1885861225291305,0.2527818871808066,0.0021256822982075865,0.0,0.10403439747495462
gorgeous,1072500708.1824418,0.08806012268370922,0.0019066145654282564,0.0004346181620751895,0.0,0.5,0.0025358517387080656,0.05851232506494017,0.056582768874529336,0.0016005756950175517,0.0,0.1040258861437841
tag,7183046017.8545,0.021527513674525312,0.0010601750630953378,0.001992680710703142,0.0,0.5,0.016983802056844726,0.012531689184793832,0.03146290899555195,0.0073384791336216035,0.0,0.10396484267293823
yesss,1675464005.830946,0.039224964538805286,0.0002945949577747227,0.0003259873205818347,0.0,0.5,0.003961515624105713,0.02476238412244332,0.008742720584233416,0.001200519048067101,0.0,0.10393251844678109
guys,1295203651.9291475,0.14723586089162438,0.004137500320936782,0.0006600111889075183,0.0,0.5,0.0030624170293478744,0.09940863308589006,0.12278896250080401,0.0024306344271509146,0.0,0.10385254072546041
tea,8071541385.246556,0.012665718366845194,0.0010308322716022131,0.002274480529567713,0.0,0.5,0.019084586238193663,0.006407309134845945,0.03059210038048399,0.008376268117821831,0.0,0.10381287060927268
outfit,6492424158.953493,0.0076677106672353775,0.0006081960418574921,0.0022177447677087505,0.0,0.5,0.015350875730248771,0.0029531897851868263,0.018049487657772215,0.008167326362980834,0.0,0.10375003643879578
thx,679595596.9386703,0.04248855945011023,0.00031126699839581625,7.115749525616698e-05,0.0,0.5,0.0016068555134437406,0.027017852102908316,0.009237498206431119,0.0002620529176266775,0.0,0.10351581232688856
boom,2883647624.3243237,0.025234872389979596,0.0002934279149312462,0.000592452458289819,0.0,0.5,0.006818179965919703,0.015093841995438305,0.008708086150679577,0.0021818347412458873,0.0,0.1033023623627432
wrestling,6149617875.966058,0.008444045777375243,0.0003554479060417141,0.000989787054499409,0.0,0.5,0.01454033462559352,0.003489714393975083,0.010548658905255031,0.0036451056143408313,0.0,0.10328793459727467
blacksky,5536847379.971198,0.02285270798707795,0.00105700737537733,0.0019296001032161442,0.0,0.5,0.013091482316366664,0.013447529974195502,0.03136890124733438,0.007106171107908762,0.0,0.10327507861164642
bunny,5681746734.352915,0.007681690187814179,0.0003971280075944479,0.0014326956421301343,0.0,0.5,0.013434086546781817,0.0029628510213097646,0.01178560296074929,0.005276212600508723,0.0,0.10327173781660509
hehe,2084945633.2717988,0.04598482954260007,0.0009131276648172928,0.0006259042737262074,0.0,0.5,0.004929705844394366,0.029434121725511422,0.027098970367768205,0.0023050283107139604,0.0,0.10326741946860726
completed,1605828224.5410967,0.03336295123449084,0.00035127989588644074,0.0003182014593259197,0.0,0.5,0.003796866765869136,0.020711151151359176,0.010424964499705607,0.0011718459244417691,0.0,0.10311651105701758
stunning,1429639711.766234,0.0480699251921372,0.0008877861630732306,0.00043607127498777263,0.0,0.5,0.0033802815430792215,0.030875129755474746,0.026346908382027696,0.0016059270986470999,0.0,0.10307411670839607
happy thanksgiving,345059508.0743804,0.4038385700928715,0.01307821554481061,0.00021303731351612592,0.0,0.5,0.0008158686953140163,0.27674657178017703,0.3881233579567663,0.0007845561366272469,0.0,0.10305896274456956
onlyfans,5067183318.488912,0.012380304282040714,0.0008070934864671379,0.002029564014423487,0.0,0.5,0.011980995005885607,0.0062100596762135855,0.02395218469059081,0.007474309903336472,0.0,0.10280106695938421
lmfao,821917104.4603959,0.04199444430525205,0.0006005269031717891,0.00018399185894001655,0.0,0.5,0.0019433646080774828,0.026676369499160527,0.01782188995156127,0.0006775899472179459,0.0,0.10277733683813794
grian,3880117446.9426956,0.011530172468679245,1.817252427699195e-05,9.633911368015414e-05,0.0,0.5,0.009174262076615213,0.005622534221516529,0.0005393076081954965,0.00035478969194414656,0.0,0.10271299921071701
handsome,1344429335.6408205,0.03828371199954384,0.0006293695334462808,0.00033416464411322236,0.0,0.5,0.0031788076617054848,0.024111885202837306,0.018677855237963295,0.0012306338164701064,0.0,0.1026924172430879
adorable,1283176852.4087074,0.05128969451273338,0.0010990209177424856,0.0003937069434929433,0.0,0.5,0.003033980516213364,0.03310030990327209,0.03261574085527259,0.0014499112547566191,0.0,0.10267274631689538
drawing,8896339688.494116,0.014880233025618634,0.0022588947837519626,0.004308693067536493,0.0,0.5,0.021034763236135557,0.00793775854443174,0.0670374200315668,0.01586769721785452,0.0,0.10266079873019883
gifs,4347930420.653356,0.01739832345173869,0.0005351725039371024,0.0007187681278589884,0.0,0.5,0.010280372621553489,0.009678008937749796,0.015882361672546273,0.0026470196052353115,0.0,0.10258129459902737
batman,4584661154.919309,0.007894496109663232,0.00030759914945917565,0.0009064796813690859,0.0,0.5,0.010840105626402783,0.003109921033314397,0.009128647129547623,0.0033383081348901562,0.0,0.1025562216010455
character love,3997494227.4524107,0.009669860685929368,0.00017639018977116957,0.0004682141210996352,0.0,0.5,0.009451791136194055,0.0043368741522659664,0.0052347472428517,0.0017243001045281479,0.0,0.10244848965192557
не,240303968.69369367,0.033764813578897816,0.0002934279149312462,5.8878944889307586e-05,0.0,0.5,0.000568181663826642,0.020988877914329924,0.008708086150679577,0.00021683449142606226,0.0,0.10244536802770339
cute,3584426064.711226,0.141497741925642,0.0051933406534706355,0.001961336548528583,0.0,0.5,0.00847512080795965,0.09544302339853541,0.15412322931458455,0.0072230474546559915,0.0,0.1024049166035778
reposted,421669992.5987886,0.03360107021071291,0.0003344411348591363,4.6816479400749066e-05,0.0,0.5,0.0009970087438961012,0.020875714996139542,0.009925239101285926,0.0001724118446807229,0.0,0.10238133804924174
twitch,3582815465.657134,0.023298622166613728,0.0008659457898595981,0.0012618095193808075,0.0,0.5,0.008471312660906206,0.013755700927181858,0.025698749696948707,0.00464688737078894,0.0,0.10234946454426089
awww,200158546.60690486,0.03444894358016466,0.00035228021832370634,2.3173896922506487e-05,0.0,0.5,0.00047326066505874655,0.021461679641954834,0.010454651157037469,8.534290420792179e-05,0.0,0.10228977468965321
